16114717296768,17218523890546,816043789077,3504693317151,8091718386709,12940736463072,5463198400804,21208548512955,2113123910927,15569256457211,5549097747686,15260018804313,627065226372,22466973925483,40978282973131,41910290877911,4569845212750,17454747100645,11866994641304,5656471932069,2753074040266,38169374361262,7541962576039,1589137900118,519691045592,31117038063578,532575946599,2989297246747,19443316953312,11373073403858,9251359557266,10462540334745,13786845022165,11914239283106,28475633173404,42150809046393,23085449219515,4458176053535,17583596113920,18558553686958,16381005267067,18438294601825,41807211659684,11987253725052,26366804230293,29364691412328,13477607377800,13168369732426,1494648621860,15835544423395,41120016894685,5677946767804,4458176056384,3972844758364,9375913611166,622770259453,17596481012862,40888088667734,12940736472424,3904125273531,15818364554736,40956808135489,10256381906378,37121402349264,15788299783504,13477607376926,6627134537825,13786845022915,12489764898879,4793183505903,3435973846607,42193758716366,1202590852722,13868449408499,1498943588297,41721312313888,12365210846890,10230612100223,41759967019162,40900973560312,5549097746578,5682241732731,2272037702833,17592186047005,4075923966838,1163936137748,17583596119406,532575944810,13151189870196,18335215388410,9070970938727,2078764171729,7541962581357,6687264089412,9345848839611,3620657440174,14353780705975,2160368550413,16531329123772,17617955851097
42683384990355,42829413878410,29210072587091,22471268901578,22329534978066,32139240281755,27608049785094,21788369098083,27315992007733,22402549421389,9689446224971,24794846205800,31842887538354,25975962207988,29661044152058,13795434961239,22209275894361,5063766451704,29403346109704,16389595210363,244813137025,25971667248394,7821135453237,23021024710564,23360327125425,8418135902050,24111946402458,18146236827731,30949534341004,31838592575056,33333241189550,27178553056782,27406186321789,23343147260709,42318312770678,11338713667794,23570780526397,34011846022362,23450521442285,41923175782253,27011049330468,35197256990941,13898514175323,304942679337,23673859741263,20723217209004,27724013903538,5467493375959,5373004091772,35102767718772,42198053693043,41154376639846,41128606830593,1168231114093,17592186053991,2078764171371,16114717294739,532575954222,536870912504,627065229102,3461743650116,9912784519274,2070174246609,42271068137037,39560943765639,622770258047,17587891080331,1159641174014,9075265906162,12489764899978,41626823034633,13954348748973,41029822582686,9908489551995,37791417247045,38938173509079,42193758718016,9964324130245,2113123919568,11948599027253,17214228922465,2933462667053,438086667817,42120744272971,40913858464477,2074469204801,10703058503904,4587025073421,2937757640036,41631118008859,7864085128699,11763915423961,41115721925646,519691052660,11952893994574,661424966518,665719940429,10711648438612,566935687130,8070243550506
22179211121263,6605659702919,20461224204041,1537598296527,19851338847887,27135603381737,27900107558308,19172734014697,32658931323623,22874995823049,15350213116821,22368189686570,38710540242851,12339441047166,20289425509766,20066087206985,12884901892887,27496380635100,19224273617584,20250770802314,40454296965859,39973260624576,33865817130015,1791001364032,42597485647313,19889993555418,12515534704995,6811818139853,29317446767120,24635932418486,32255204394489,30593052054324,5712306510725,9534827400522,22776211578537,1756641627209,26521423055139,21865678509340,19881403619153,23003844838781,3818225926236,26942329848539,33951716482062,25615184959524,7829725382665,1056561961053,35798552413807,20044612370597,7425998459291,39449274619147,5321464480841,13859859469135,11196979741476,19082539700188,13365938229398,19091129631255,12648678689032,7331509175675,6983616825192,29064043699164,37220186596826,14860586847859,10002978833916,18769007092364,13657996003395,15685220565652,4587025072899,11987253732744,18451179512688,15058155348824,11824044966176,33659658700197,17398912520318,39410619908705,5175435594560,13919989010749,17368847748310,33986076217085,15522011808985,32938104199063,725849475402,13490492282551,14452564952258,4758823764671,519691050138,42945377999289,8001524078806,2976412343342,13164074764811,9143985377456,648540070563,15672335663330,39011187949740,3697966849204,12683038426342,412316863478,25748328941354,11235634453505,3238405343565,35600983926325
12940736465304,36855114368658,15161234557654,11733850653596,8229157348837,4449586122343,17583596114072,11330123736733,4943507365696,12193412154518,9345848839705,17162689324467,35579509084007,13954348753346,16982300692240,6305011999045,16552803960891,15560666514731,37679748096694,15217069133276,10458245366454,2933462666466,6970731923446,11605001634830,13477607377984,40982577948061,15947213570335,8237747274149,13950053780298,463856471762,14139032347280,40888088659242,6300717024382,33814277525883,10256381912371,11373073408286,15655155795586,5561982651329,16651588209347,6244882452566,11278584128837,7709466296723,2126008812161,1288490195654,4569845205009,15096810047797,8431020803527,2624225020551,15526306782720,41094247090869,25202868098375,24356759538725,32581621912053,40346922781428,28514287880879,5304284615138,10514079943110,28823525525661,25340307055259,12773232744055,3796751098913,26109106198591,154618829774,31971736559109,4440996191295,2400886724481,19963007998639,29935922059266,23888608109060,42644730282028,3685081949000,31636729108668,33917356740205,33694018443280,32757715566690,8680128907102,1451698952139,35858681957612,206158436895,29454885725421,25808458488185,23691039612477,11523397257073,27165668153576,33676838568016,36468567316815,9032316230683,23652384907235,30481382909055,5617817231842,25859998095893,1413044240900,1885490650936,10033043613257,34170759813810,27663884360714,5965709583312,32379758446916,28552942590420,33462090208626
14525579404700,4715874098836,36584531431719,21483426418504,36253818945609,35519379541520,18485539242533,7112465842883,6640019441178,3285649984458,23098334119547,34368328309642,31340376363649,29317446767579,22063247001077,4582730108793,41781441863869,1511828492933,33951716482452,19258633355778,23794118828062,24232205484815,35798552416639,42052024795569,29729763631648,24567212942731,21711059689456,31778463027880,20349555049178,6820408073636,12627203854799,6545530168873,8207682503593,24270860192163,30094835849937,41055592387110,36932423779996,20590073223240,19554986105188,40084929774334,20585778259258,12799002542415,6253472383990,37452114821299,3195455671680,19851338850300,19881403618162,19572165969542,25855703131815,38538741552887,20267950674588,38710540244457,2954937501186,32822140083917,30593052051079,33711198311019,19859928778290,4492535797020,39449274618599,19580755909646,22179211118367,33517924783287,1537598296444,25636659794496,19529216300670,15350213122141,12884901892629,22990959945195,3981434687988,9534827400794,3818225930811,40926743364288,19357417604127,20345260085876,313532622303,19554986102954,14611478741150,32525787335522,27135603382092,40454296967850,27921582398900,42597485641893,35798552420065,20637317860637,26942329853347,39578123632725,15225659070999,395137000158,20989505177609,19172734013832,19851338846905,24635932419314,17506286700135,22166326224177,36253818949539,23136988824909,21655225111009,3135326133125,27496380633868,24537148166741
2770253907138,3453153706677,29832842838512,17437567222041,18769007091547,6932077218704,10002978832633,40321152978239,14598593839953,35931696400518,1236950584239,17334488008519,31327491459555,7275674601736,6206227749269,18253611010859,13859859464563,14654428422330,28041841481510,6025839116473,12648678691097,35270271437817,11123965299976,3732326582831,5321464481350,5012226837197,5561982652321,34192234647112,14452564953688,6983616830063,36129264897122,4561255270248,7662221661892,17776869638753,7941394532950,10479720211201,6390911336942,4711579129707,5626407167297,1868310777632,4097398804066,27483495736919,2117418886927,9088150799648,12605729013985,17162689318585,13460427509965,31709743553746,1258425422109,42060614732357,20452634268249,20298015449462,5836860561753,6554120098336,20353850024839,23729694311947,7129645712809,19958713026037,27878632727187,19778324402857,261993009539,20100446947548,21848498640730,20177756361271,25666724561014,24992414700129,21152713941015,880468305449,22041772172045,19366007545880,41691247550821,19164144076596,23321672421883,20843476294171,6545530163607,40179419054241,19589345844319,36889474114005,21839908702231,27208617820219,12141872548710,20186346295564,25172803327575,20852066224847,8899172242037,39754217295374,38732015075509,22849226020275,335007453583,30279519441389,17845589120311,24558623002072,19168439043707,19954418061855,12528419606937,24275155166348,5583457489336,330712486383,14899241549943,19490561597836
558345750593,549755814394,5849745466844,515396085101,2074469206096,15564961482538,17424682323007,40986872905898,6601364734240,17596481011818,1206885812008,42279658064006,41725607282626,40883793694925,7331509184186,13791139990704,10097468122450,10372346022489,41717017355643,17102559774972,9912784519539,13065290518527,41802916701794,9053791062750,9753870731330,734439408422,10638633993007,12494059866452,2078764173757,3457448677134,42674795056221,14654428423494,18549963755115,6983616832836,15668040705383,661424963731,4591320042001,2624225019454,1370094575660,41158671597830,16982300690637,42193758725480,2860448219625,536870921525,11553462035999,41094247097772,6979321865937,14010183322423,37787122273977,12713103197108,42155104013849,6717328860518,3968549791167,42348377540091,24150601115010,10703058504768,11944304051858,34905199215914,5854040434285,41725607290447,36030480647467,515396078315,41759967021297,7327214207885,37495064498177,7752415979216,6940667152724,12940736463884,8602819495039,1730871823426,4939212393930,2336462218576,23918672871532,4458176063007,17583596110973,13731010445929,4840428144701,27977416967611,15809774620754,24979529794379,4509715660971,3435973846320,42279658062311,6305011991274,2933462664666,2890512992201,1498943588415,9337258903057,17617955852667,455266536215,2705829399175,18468359375954,42803644075562,1988569867624,9964324127836,39006892986126,10505490007766,24592982739637,14121852470741,2276332671408
3066606650141,4376571674693,3891240372057,17828409248467,13911399079488,38594576126687,7894149892874,29433410880210,5428838665775,12970801235065,18141941859956,11128260273420,5768141080250,30073361015616,11815455040459,2370821948336,8564164789634,28531467750945,38847979194577,2203318224459,1198295885172,10741713213530,23837068495341,6004364286142,8053063688108,39457864558150,18906446043256,27431956124655,41828686497022,1821066134764,42408507089582,8400956032865,16196321682648,20332375183163,40003325395649,26800595929053,23283017712426,20151986561359,15105399987785,39977555592175,27273042333207,17381732651019,10247791969931,16509854288211,10402410799199,7640746824564,8705898709626,2714419334575,30185030158535,6657199312602,1756641629390,41863046237930,10664403797860,21865678509711,8589937917,25121263714537,26229365278272,24635932419747,38603166062944,1692217115355,6094558597594,5592047421054,3023656985895,28016071680756,9534827400780,13529146988140,21711059681280,25185688228912,35489314772159,300647711133,35214436860793,20444044329033,8731668518993,35278861369364,6369436504177,19211388720839,39384850113506,42490111463881,19851338845150,36833639539411,42086384540668,4303557230600,28050431411135,10398115828292,12339441043061,10896332034977,23867133268330,39973260630475,38826504365059,6034429054522,7189775258556,23033909610900,19275813225926,4677219390552,42412802052629,4492535795841,12863427052504,13765370186239,19889993552851,28157805598118
41717017349877,36709085488507,1370094570002,8529805051373,1125281432022,16900696312761,5527622910373,17424682320971,35871566865773,15564961488716,32985348833568,29983166696866,4483945859325,41111426958584,13065290514718,4664334485054,2937757631758,15096810048089,41257455848285,10183367460381,11776800335205,18451179507028,19108309501777,5553392716578,755914247068,41094247092397,412316862808,41910290877665,2314987376515,790273983509,5458903437260,9328668969968,7709466299568,41635412975661,13722420512709,42112154341375,42511586296419,2834678418091,15934328677982,15852724292854,16681652978819,4269197500719,562640716389,8508330217677,17334488007327,41532333754708,5918464934076,5153960764778,16969415788968,1769526535597,13477607378944,41356240094476,571230660173,5884105195627,5682241733759,15655155794341,37117107373327,3534758093086,107374182619,6262062321631,15500536972536,4277787430813,41665477747344,18554258728288,12489764901069,2078764171436,41450729383618,9341553878011,8508330213525,5102421151594,846108560325,15835544423979,1494648622538,8229157341098,13065290516888,17390322591046,11914239280803,6305011994357,3968549781660,5849745460801,42069204668327,42000485191260,42133629174052,17394617558493,9075265897629,16063177687171,9345848845902,962072675110,12249246728801,11373073409521,25310242283540,39565238734001,42271068136808,41210211214659,34192234647341,15852724289746,40909563495879,4569845206213,12193412154389,41205916242003
3745211483015,7035156432639,3826815863129,1318554961293,498216206478,2267742734510,5377299057360,9771050599798,39359080301592,2040109465764,1529008359265,9745280795124,11227044513647,7374458850220,511101109342,1146756268416,37142877181093,6253472383139,40441412063688,40870908793101,6184752914221,1052266997471,1821066142053,1520418422941,5922759906370,39758512268157,4054449131985,18296560681018,2529735737709,40084929774121,15221364099109,31628139173043,9483287797784,6549825129546,2469606198991,34355443401185,12854837120135,7181185322849,37464999724277,21844203668447,25503515803937,23283017711823,35605278883906,884763264325,28037546511976,10982231380476,36790689866388,39573828671322,27955942129750,3113851294103,42116449306275,459561510248,9345848836240,523986014119,1765231561793,541165883392,41154376631423,2078764173720,42112154339393,12940736465837,11914239288816,41631118009722,4591320048636,42679090023882,8431020803516,14564234102723,13069585484866,8229157339406,11274289161843,9642201583578,9904194588574,2615635091653,12936441496875,41356240102709,11123965296761,11119670337365,10711648439849,42198053691678,40982577939255,42455751721231,36855114370223,622770267762,12605729016694,11196979741176,15835544423135,41545218657737,2753074038335,14040248092112,2070174246496,42009075130906,412316863928,15096810055014,41665477742311,4587025074310,5626407159055,42069204666958,9929964389644,40978282980914,41124311868831,15500536971747
